,Certifier Name,Certifier Website,Certifier Email Address,Operation ID,Operation Name,Other/Former Names,Client ID,Contact First Name,Contact Last Name,Operation Certification Status,Effective Date of Operation Status,NOP Anniversary Date,CROPS Scope Certification Status,Effective Date of CROPS Status,Certified Products Under CROPS Scope,Additional Certified Products Under CROPS Scope ,Certificate Numbers for Certified Products under CROPS Scope,LIVESTOCK Scope Certification Status,Effective Date of LIVESTOCK Status,Certified Products Under LIVESTOCK Scope,Additional Certified Products Under LIVESTOCK Scope,Certificate Numbers for Certified Products under LIVESTOCK Scope,WILD CROPS Scope Certification Status,Effective Date of WILD CROPS Status,Certified Products Under WILD CROPS Scope,Additional Certified Products Under WILD CROPS Scope,Certificate Numbers for Certified Products Under WILD CROPS Scope,HANDLING Scope Certification Status,Effective Date of HANDLING Status,Certified Products Under HANDLING Scope,Additional Certified Products Under HANDLING Scope,Certificate Numbers for Certified Products Under HANDLING Scope,Physical Address: Street 1,Physical Address: Street 2,Physical Address: City,Physical Address: State/Province,Physical Address: Country,Physical Address: ZIP/ Postal Code,County Code,County,Mailing Address: Street 1,Mailing Address: Street 2,Mailing Address: City,Mailing Address: State/Province,Mailing Address: Country,Mailing Address: ZIP/ Postal Code,County Code.1,County.1,Phone,Email,Website URL,Additional Information ,Broker,Community Supported Agriculture (CSA),Co-Packer,Dairy,Distributor,Marketer/Trader,Restaurant,Retail Food Establishment,Poultry,Private Labeler,Slaughterhouse,Storage,Grower Group,Data as of Date,Organic Certificate
10,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500004674,ADDCROP S.A.,RURAL LUCAS,4674,,,Certified,2014-01-10 00:00:00,,Certified,2014-01-10 00:00:00,"Other: SOYBEAN, CORN",,,,,,,,,,,,,,,,,,San Martín 3285,,Baradero,Buenos Aires,Argentina,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
11,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500004849,ADDCROP S.A.,EL RADAR,4849,,,Certified,2014-11-19 00:00:00,,Certified,2014-11-19 00:00:00,"Other: CORN, SOYBEAN",,,,,,,,,,,,,,,,,,San Martín 3285,,Baradero,Buenos Aires,Argentina,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
12,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005611,ADDCROP S.A.,CAMPICHUELO,5611,,,Certified,2018-01-24 00:00:00,,Certified,2018-01-24 00:00:00,Other: CORN,,,,,,,,,,,,,,,,,,San Martín 3285,,Baradero,Buenos Aires,Argentina,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-02 00:00:00,0
13,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005817,ADDCROP S.A.,EL BUEN RETIRO,5817,,,Certified,2018-05-03 00:00:00,,Certified,2018-05-03 00:00:00,Other: SOYBEAN,,,,,,,,,,,,,,,,,,San Martín 3285,,Baradero,Buenos Aires,Argentina,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
14,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005958,ADMA S.A.,ESTABLECIMIENTO CAPRIOLI,5958,,,Certified,2018-12-12 00:00:00,,,,,,,,,,,,,,,,,Certified,2018-12-12 00:00:00,Other: GARLIC,,,"Ruta Provincial 50, Nº 4373, Rodeo del Medio",,Maipú,Mendoza,Argentina,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
15,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005455,ADMA S.A.,FINCA SAN MIGUEL,5455,,,Certified,2017-10-25 00:00:00,,Certified,2017-10-25 00:00:00,"Other: GARLIC,",,,,,,,,,,,,,,,,,,"Ruta Provincial 50, Nº 4373, Rodeo del Medio",,Maipú,Mendoza,Argentina,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
16,EcoCert S.A.,www.ecocert.com,office.international@ecocert.com,7880195986,AGRESTIS S.A.,,195986,,,Certified,2020-12-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,Sarmiento 1512 Piso 7 dto B,,General Roca,"General Roca, Río Negro",Argentina,8332,,,,,,,,,,,,pottone@primeracooperativa.com.ar,,,,,,,,,,,,,,,,2020-12-30 00:00:00,0
17,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005680,AGRICOLA DE LEALES S.C. DE SAL HORTENSIA N. SAL EUGENIO P. Y SAL JUAN D.,SAN ISIDRO - YANGALLO,5680,,,Certified,2018-05-24 00:00:00,,Certified,2018-05-24 00:00:00,Other: SUGAR CANE,,,,,,,,,,,,,,,,,,Congreso 274 1º A,,San Miguel de Tucumán,Tucuman,Argentina,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-02 00:00:00,0
18,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500004638,AGRICOLA MARES S.A.,FINCA LOS JAZMINES,4638,,,Certified,2006-08-01 00:00:00,,Certified,2006-08-01 00:00:00,"Other: BLUEBERRY,",,,,,,,,,,,,,,,,,,"Las Montañitas 0, Montegrande",,Famailla,Tucuman,Argentina,4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
19,LETIS S.A.,www.letis.org,CALIDAD@LETIS.ORG,4490001763,Agrivan S.A.,,1763,,,Certified,2017-03-29 00:00:00,,Certified,2017-03-29 00:00:00,Other: Grapes,,,,,,,,,,,,,,,,,,Calle Lemos S/N,,Luján de Cuyo,Mendoza,Argentina,5585,,,Calle Lemos S/N,,Luján de Cuyo,Mendoza,Argentina,5585,,,,,,NOP,,,,,,,,,,,,,,2017-12-27 00:00:00,0
20,EcoCert S.A.,www.ecocert.com,office.international@ecocert.com,7881253001,AGRO ALLIUM S.A.,,97276,,,Certified,2018-12-26 00:00:00,,,,,,,,,,,,,,,,,Certified,2018-12-26 00:00:00,Other: Garlic,,,Calle 5 y Meglioli S/N,,,"Rawson, San Juan",Argentina,5700,,,,,,,,,,,0264 4345079,veronicamaller@hotmail.com,,,,,,,,,,,,,,,,2021-03-16 00:00:00,0
21,Food Safety S.A.,www.foodsafety.com.ar,calidad@foodsafety.com.ar,9488079134,Agro Catamarca SA,Los Amarillos,1212,Pablo Federico,Callieri,Certified,2017-09-27 00:00:00,,,,,,,Certified,2017-09-27 00:00:00,,,,,,,,,Certified,2017-09-27 00:00:00,,,,DEPARTAMENTO SANTA ROSA. EL ALTO.,,santa rosa,catamarca,Argentina,,,,DEPARTAMENTO SANTA ROSA. EL ALTO.,,santa rosa,catamarca,Argentina,,,,,vanesa.paez90@gmail.com,,,,,,,,,,,,,,,,2020-11-19 00:00:00,0
22,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500000692,AGRO CONECTA S.A.S.,ESTANCIA LAS CHACRAS,692,,,Certified,2007-01-30 00:00:00,,Certified,2007-01-30 00:00:00,"Other: GARLIC,",,,,,,,,,,,,,,,,,,"Ruta Provincial 50, Km 2852",,Rodeo del Medio,Mendoza,Argentina,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
23,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500000933,AGRO CONECTA S.A.S.,GALPON DE EMPAQUE AGROCONECTA,933,,,Certified,2007-02-12 00:00:00,,,,,,,,,,,,,,,,,Certified,2007-02-12 00:00:00,Other: GARLIC,,,"Ruta Provincial 50, Km 2852",,Rodeo del Medio,Mendoza,Argentina,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
24,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005604,AGRO DOSEME S.R.L.,FINCA LAPACHAL,5604,,,Certified,2018-05-08 00:00:00,,Certified,2018-05-08 00:00:00,"Other: CHIA (Salvia hispanica L), SESAME",,,,,,,,,,,,,,,,,,"Rodriguez Peña 1627, piso 5",,CABA,CABA,Argentina,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
25,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500006097,AGRO INVERSORA MOJOTORO S.R.L.,AGRO INVERSORA MOJOTORO,6097,,,Certified,2019-07-05 00:00:00,,Certified,2019-07-05 00:00:00,"Other: CROP STUBBLE, SUGAR CANE,",,,,,,,,,,,,,,,,,,"La Opinion y Radio Splendid, B° Intersindical",,Salta Capital,Salta,Argentina,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
26,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500004711,AGRO MALARGÜE S.A.,GALPÓN DE EMPAQUE AGROMALARGÜE,4711,,,Certified,2016-02-24 00:00:00,,,,,,,,,,,,,,,,,Certified,2016-02-24 00:00:00,Other: GARLIC,,,"Ruta Provincial 50 N° 5326, Rodeo del Medio",,Maipu,Mendoza,Argentina,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
27,EcoCert S.A.,www.ecocert.com,office.international@ecocert.com,7880131017,AGRO ROCA S.A.,,184500,,,Certified,2019-02-11 00:00:00,,,,,,,,,,,,,,,,,Certified,2019-02-11 00:00:00,"Other: Apples, Cider, Concentrated fruit juice, Fruit and vegetable pulps, Pears",,,México 847,,General Roca,"Gral. Roca, Río Negro",Argentina,8332,,,,,,,,,,,02984 -440034,bscholz@agrorocasa.com.ar,www.agroroca.com/produccion/index.html,,,,,,,,,,,,,,,2021-03-16 00:00:00,0
28,Food Safety S.A.,www.foodsafety.com.ar,calidad@foodsafety.com.ar,9480001031,Agro Rossi SH,Don Gisleno,1031,Lucas,Rossi,Certified,2015-01-05 00:00:00,,Certified,2015-01-05 00:00:00,"Field/Forageable: Oats, Wheat",,1031,,,,,,,,,,,,,,,,,,,,,,,,Caseros 1774,,Viedma,Río Negro,Argentina,8500,,,,,,,,,,,,,,,,,,,,2018-04-10 00:00:00,0
29,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005969,AGRO RUGGERI S.A.,FINCA SAN ISIDRO,5969,,,Certified,2019-01-20 00:00:00,,Certified,2019-01-20 00:00:00,Other: WALNUT,,,,,,,,,,,,,,,,,,"Rioja 979, Piso 1, Of. 1",,Mendoza,Mendoza,Argentina,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-30 00:00:00,0
30,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500004066,AGRO RUGGERI S.A.,AGRO RUGGERI,4066,,,Certified,2009-10-30 00:00:00,,,,,,,,,,,,,,,,,Certified,2009-10-30 00:00:00,"Other: GARLIC, WALNUT",,,"Rioja 979, Piso 1, Of. 1",,Mendoza,Mendoza,Argentina,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-02 00:00:00,0
31,LETIS S.A.,www.letis.org,CALIDAD@LETIS.ORG,4490002548,Agro Ruggeri S.A. (FINCA CULTIVOS DE ALTURA),,2548,,,Certified,2020-01-22 00:00:00,,,,,,,,,,,,,,,,,Certified,2020-01-21 00:00:00,Other: Packed walnuts,,,Mariani esq. Tabanera s/n- Los Corralitos,,Guaymallén,Mendoza,Argentina,,,,Nuevo Furno s/n - Tupungato,,Tupungato,Mendoza,Argentina,,,,,,,NOP,,,,,,,,,,,,,,2021-03-07 00:00:00,0
32,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005425,AGRO SPECIALITIES S.A.,AGRO SPECIALITIES,5425,,,Certified,2017-09-15 00:00:00,,,,,,,,,,,,,,,,,Certified,2017-09-15 00:00:00,"Other: RED BEAN, BLACK BEAN, CHICKPEA, WHITE BEAN, ADZUKI BEAN, MUNG BEAN, SESAME",,,Calle 132 Nº 3010,,Colonia Caroya,Cordoba,Argentina,5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
33,Food Safety S.A.,www.foodsafety.com.ar,calidad@foodsafety.com.ar,9483460141,Agro Yatay SRL,Consorcio El Potrero,1649,Lucas,Jefferies,Certified,2021-03-29 00:00:00,,Certified,2021-03-29 00:00:00,,,,,,,,,,,,,,,,,,,22 de Agosto 88 -,,Concordia.,Entre Rios,Argentina,,,,22 de Agosto 88 -,,Concordia.,Entre Rios,Argentina,,,,,,,,,,,,,,,,,,,,,2021-04-22 00:00:00,0
34,EcoCert S.A.,www.ecocert.com,office.international@ecocert.com,7880216692,AGROANDINA SA,,216692,,,Certified,2019-11-29 00:00:00,,Certified,2019-11-29 00:00:00,Other: Fallow,,,,,,,,,,,,,,,,,,Ruta Provicinal Nº 76,,Nonogasta,"Chilecito, La Rioja",Argentina,,,,,,,,,,,,,jpizzo@agroandinasa.com.ar,,,,,,,,,,,,,,,,2021-03-16 00:00:00,0
35,LETIS S.A.,www.letis.org,CALIDAD@LETIS.ORG,4490001772,Agrobar Orgánicos SAS,,2764-2765-2766,,,Certified,2017-12-22 00:00:00,,Certified,2017-12-22 00:00:00,Other: Apple and pears/ Processor: packed apples and packed pears,,1772/2020-01,,,,,,,,,,,Certified,2017-12-22 00:00:00,,,,"Chacra 81 , Lote 07",,Villa Regina,Rio Negro,Argentina,8336,,,"Zona Rural / Chaca 114, Lote 8B",,Villa Regina,Rio Negro,Argentina,,,,,,,NOP/COR,,,,,,,,,,,,,,2021-03-07 00:00:00,0
36,LETIS S.A.,www.letis.org,CALIDAD@LETIS.ORG,4490001776,Agroberries S.A.,,1776,,,Certified,2017-05-22 00:00:00,,Certified,2017-05-22 00:00:00,Other: Blueberries,,,,,,,,,,,,,,,,,,3 de febrero 123,,Posadas,Misiones,Argentina,3300,,,3 de febrero 123,,Posadas,Misiones,Argentina,3300,,,,,,NOP/COR,,,,,,,,,,,,,,2017-12-27 00:00:00,0
37,LETIS S.A.,www.letis.org,CALIDAD@LETIS.ORG,4490001867,Agroberries S.A.,La Franca,1867,,,Certified,2019-07-31 00:00:00,,Certified,2019-07-31 00:00:00,Other: Blueberries (Lots: 15 – 16 – 22 – 23 – 35 – 37 – 38 – 40),,,,,,,,,,,,,,,,,,3 de febrero 123,,Posadas,Misiones,Argentina,3300,,,3 de febrero 123,,Posadas,Misiones,Argentina,3300,,,,,,NOP/COR,,,,,,,,,,,,,,2019-10-01 00:00:00,0
38,LETIS S.A.,www.letis.org,CALIDAD@LETIS.ORG,4490001779,Agroberries S.A. (Empaque),,1779,,,Certified,2017-05-22 00:00:00,,,,,,,,,,,,,,,,,Certified,2017-05-22 00:00:00,Other: Blueberries,,,"Ruta Nacional 14 Km 264,5",,Concordia,Entre Rios,Argentina,3200,,,"Ruta Nacional 14 Km 264,5",,Concordia,Entre Rios,Argentina,3200,,,,,,NOP/COR,,,,,,,,,,,,,,2017-12-27 00:00:00,0
39,LETIS S.A.,www.letis.org,CALIDAD@LETIS.ORG,4490002490,Agroberries S.A. Comercializadora,,2490,,,Certified,2019-09-26 00:00:00,,,,,,,,,,,,,,,,,Certified,2020-09-26 00:00:00,Other: Trader: Blueberries,,,3 de Febrero 123,,Posadas,Misiones,Argentina,,,,Ruta Nacional 14 km 263,,Concordia,Entre Rios,Argentina,,,,,,,NOP/COR,,,,,,,,,,,,,,2021-03-07 00:00:00,0
40,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500006039,AGROCOMERCIAL VAGNONI S.R.L.,LOS AMIGOS,6039,,,Certified,2019-04-24 00:00:00,,Certified,2019-04-24 00:00:00,"Other: SESAME, AMARANTHUS,",,,,,,,,,,,,,,,,,,Libertador 52 bis,,Arroyo Seco,Santa Fe,Argentina,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
41,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005904,AGROEXPORTADORA HORTALIZAS DEL SUR S.A.S.,AGROEXPORTADORA HORTALIZAS DEL SUR,5904,,,Certified,2018-11-29 00:00:00,,,,,,,,,,,,,,,,,Certified,2018-11-29 00:00:00,Other: GARLIC,,,Urquiza 2460,,Maipu,Mendoza,Argentina,5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-02 00:00:00,0
42,LETIS S.A.,www.letis.org,CALIDAD@LETIS.ORG,4490001596,Agronegocios Jewell S.R.L.,,1596,,,Certified,2016-03-31 00:00:00,,,,,,,,,,,,,,,,,Certified,2016-03-31 00:00:00,Other: Cereals and oilseeds,,,Santa Fe 1214 Piso 1,,Rosario,Santa Fe,Argentina,2000,,,Santa Fe 1214 Piso 1,,Rosario,Santa Fe,Argentina,2000,,,,,,NOP/COR,,,,,,,,,,,,,,2017-12-27 00:00:00,0
43,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005572,AGROPECUARIA MARIA VICENTE S.A.,AGROPECUARIA MARIA VICENTE,5572,,,Certified,2018-01-19 00:00:00,,,,,,,,,,,,,,,,,Certified,2018-01-19 00:00:00,"Other: GARLIC, PLUM",,,"Ruta Provincial 50, 4285",,Rodeo del Medio,Mendoza,Argentina,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-02 00:00:00,0
44,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500005619,AGROPECUARIA MARIA VICENTE S.A.,FINCA LAS 500 - MARIA VICENTE,5619,,,Certified,2017-12-28 00:00:00,,Certified,2017-12-28 00:00:00,"Other: PLUM, PRUNE, TOMATO, ALFALFA, OLIVES",,,,,,,,,,,,,,,,,,"Ruta Provincial 50, 4285",,Rodeo del Medio,Mendoza,Argentina,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
45,EcoCert S.A.,www.ecocert.com,office.international@ecocert.com,7881606002,Agropecuaria S&S SH De Skverer Silvio Y Edilstein Silvio,,195982,,,Certified,2019-04-17 00:00:00,,Certified,2019-04-17 00:00:00,"Other: Barley, Durum wheat, Oats",,,,,,,,,,,,,Certified,2019-04-17 00:00:00,"Other: Barley, Durum wheat, Oats, Sunflowers",,,Chiclana 681 Piso 2 Dto 10,,Bahia Blanca,"Bahia Blanca, Buenos Aires",Argentina,8000,,,,,,,,,,,,sdemarco@eltaladrillo.com.ar,,,,,,,,,,,,,,,,2021-03-16 00:00:00,0
46,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500004218,AGROROSAL S.A.,FINCA LA LUCERA,4218,,,Certified,2020-05-04 00:00:00,,Certified,2020-05-04 00:00:00,"Other: PLUM, WALNUT, ORANGE, APRICOT, CHERRY, PEACH, OLIVES, GRAPE, LOQUAT, PEAR, APPLE, FIG, ALMONDS",,,,,,,,,,,,,,,,,,Espejo 1473,,Coronel Dorrego,Mendoza,Argentina,5519,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
47,Organización Internacional Agropecuaria ,www.oia.com.ar,oia@oia.com.ar,5500004460,AGROSAVER S.A.,FINCA LA AGUANDA,4460,,,Certified,2018-09-15 00:00:00,,Certified,2018-09-15 00:00:00,"Other: GARLIC,",,,,,,,,,,,,,,,,,,Ruta Provincial 50 Nº 5326,,"Rodeo del Medio, Maipu",Mendoza,Argentina,5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-31 00:00:00,0
48,EcoCert S.A.,www.ecocert.com,office.international@ecocert.com,7881504001,AGROVID S.A.,,97281,,,Certified,2019-07-30 00:00:00,,Certified,2019-07-30 00:00:00,"Other: Table grape - fiesta y flame, Wine grape - Cabernet Sauvignon, Torrontes Riojano, Bonarda, Malbec, Syrah, Aspirant Bouchet, Ancelotta, Chardonnay",,,,,,,,,,,,,,,,,,Vichigasta Ruta Nacional 74 1173,,La Rioja,"Vichigasta, La Rioja",Argentina,,,,,,,,,,,,03825 15522475,alarconjulioalfredo@yahoo.com.ar,,,,,,,,,,,,,,,,2021-03-16 00:00:00,0
49,Food Safety S.A.,www.foodsafety.com.ar,calidad@foodsafety.com.ar,9480001309,Agroyatay SRL,Consorcio Alcaraz,1309,Lucas,Jefferies,Certified,2016-09-20 00:00:00,,Certified,2016-09-20 00:00:00,,,,,,,,,,,,,,,,,,,22 de Agosto 88,,Concordia,Entre Ríos,Argentina,3200,,,22 de Agosto 88,,Concordia,Entre Ríos,Argentina,3200,,,,,,,,,,,,,,,,,,,,2017-12-28 00:00:00,0
